V_inf(kmph),Altitude(m),weight(kg),true_Ct,true_Lambda_i,true_Cp_parasite,true_mu,lf_Ct,lf_Lambda_i,lf_Cp_parasite,lf_mu,solidity(Main Rotor),solidity(Tail Rotor),Cp(Main Rotor),Cp(Total),Cp(Tail Rotor)
50,2000,200,0.0015941209425837679,0.10315532760524235,1.7454411786639467e-06,0.05554372951637472,0.0015888541747700856,0.013813311699593074,1.7455307135679815e-06,0.05554467923184323,0.05729577951308233,0.06366197723675814,0.007595491954650455,0.007784778440635551,0.036970016793963924
50,2000,150,0.0011967159369780643,0.0837922277633603,1.7450509649069946e-06,0.05553959005811272,0.0011918220488758705,0.010489829215096154,1.7447337267901068e-06,0.05553622428387229,0.05729577951308233,0.06366197723675814,0.007176702370642238,0.0073595934294812424,0.03572090992949309
50,2500,200,0.0016760112307178737,0.10709979421551218,1.7455274668213483e-06,0.05554464479348958,0.0016712542066110846,0.014488111298067539,1.7456293436536556e-06,0.0555457253842155,0.05729577951308233,0.06366197723675814,0.007666549952937496,0.007858250546599431,0.03744152219959689
50,2500,150,0.001258870183556148,0.08562396739245519,1.7453373558805857e-06,0.05554262820571283,0.001253613129340176,0.011014536044169142,1.7449089421655988e-06,0.055538083301960195,0.05729577951308233,0.06366197723675814,0.006862576558274838,0.007041540852281732,0.03495396367322131
40,2000,200,0.001590839669843313,0.12185982799154717,8.936382047964591e-07,0.04443452486060264,0.0015886705346351492,0.01666548597136348,8.940216832210756e-07,0.04444087987270299,0.05729577951308233,0.06366197723675814,0.00810713275985487,0.008305512299587607,0.03874600385405043
40,2000,150,0.0011951225613095332,0.09525256678555385,8.937313604060506e-07,0.044436068804376304,0.0011915772216353753,0.012822393523707279,8.938544087835278e-07,0.04443810802089238,0.05729577951308233,0.06366197723675814,0.006539830034916469,0.006712523683017071,0.03372922814464847
40,2500,200,0.0016743972308545917,0.12531377543466138,8.937476634592889e-07,0.04443633899712197,0.0016710796216963596,0.01743058884922833,8.940423788315579e-07,0.04444122278908476,0.05729577951308233,0.06366197723675814,0.007983548565489105,0.008178739654021739,0.0381232594790299
40,2500,150,0.0012571324779409058,0.09761861515081137,8.937861290271975e-07,0.04443697647925267,0.0012533803720290464,0.01343749616215714,8.938911900591223e-07,0.04443871754143742,0.05729577951308233,0.06366197723675814,0.006582784345415529,0.0067558355123596096,0.033799056043766075
