alpha,cl
3.1257260240262084,-0.257034220532319
3.131014900547403,-0.2083650190114068
3.141592653589793,-0.147528517110266
3.152170406632183,-0.0927756653992393
3.157459283153378,-0.0380228136882128
3.157459283153378,-0.0076045627376422
3.1627481596745723,0.0532319391634981
3.1733259127169626,0.1444866920152092
3.178614789238158,0.1992395437262359
3.1891925422805474,0.2783269961977186
3.205059171844132,0.3695817490494297
3.220925801407717,0.4486692015209126
3.2367924309713016,0.5216730038022815
3.252659060534887,0.5885931558935362
3.268525690098472,0.6615969581749049
3.284392319662057,0.7163498098859316
3.3002589492256416,0.7771863117870723
3.3161255787892263,0.838022813688213
3.331992208352811,0.8684410646387833
3.3584365909587857,0.8745247148288974
3.3690143440011755,0.8319391634980989
3.3795920970435653,0.7832699619771863
3.390169850085955,0.7406844106463879
3.400747603128345,0.6920152091254754
3.4113253561707353,0.6555133079847909
3.4166142326919298,0.6190114068441066
3.443058615297905,0.5946768060836503
3.46950299790388,0.6129277566539925
3.490658503988659,0.6433460076045628
3.5223917631158286,0.6798479087452473
3.5435472692006087,0.7163498098859316
3.569991651806583,0.746768060836502
3.591147157891363,0.7832699619771863
3.617591540497337,0.8258555133079849
3.6440359231033126,0.8684410646387833
3.6757691822304825,0.8988593155893536
3.6969246883152618,0.935361216730038
3.7286579474424313,0.9718631178707224
3.7656800830907957,1.0083650190114068
3.7974133422179652,1.0326996197718632
3.83443547786633,1.057034220532319
3.8714576135146945,1.0752851711026616
3.9137686256842543,1.0874524714828897
3.956079637853813,1.0752851711026616
3.998390650023373,1.0509505703422053
4.040701662192933,1.0266159695817492
4.072434921320102,0.9961977186311788
4.114745933489662,0.9596958174904944
4.1517680691380265,0.92319391634981
4.178212451744002,0.8927756653992396
4.20994571087117,0.8623574144486693
4.241678969998341,0.8258555133079849
4.268123352604315,0.7893536121673004
4.29456773521029,0.7589353612167301
4.321012117816264,0.7224334600760456
4.347456500422239,0.6859315589353613
4.368612006507019,0.6494296577946769
4.395056389112994,0.6129277566539925
4.421500771718968,0.5764258555133082
4.4426562778037475,0.5399239543726236
4.4796784134521115,0.4669201520912549
4.511411672579283,0.4182509505703423
4.5431449317064505,0.3695817490494297
4.580167067354815,0.3087452471482892
4.611900326481986,0.2600760456273765
4.638344709087961,0.211406844106464
4.664789091693935,0.1627376425855513
4.691233474299909,0.1201520912547529
4.717677856905884,0.0775665399239544
4.744122239511859,0.0349809885931557
4.765277745596639,-0.0076045627376422
4.791722128202614,-0.0501901140684408
4.823455387329783,-0.0988593155893535
4.849899769935758,-0.15361216730038
4.892210782105318,-0.2205323193916348
4.934521794274876,-0.2935361216730037
4.971543929923242,-0.3543726235741442
5.0032771890504115,-0.4091254752851709
5.035010448177581,-0.4638783269961974
5.072032583825945,-0.5125475285171102
5.10905471947431,-0.5733840304182507
5.14078797860148,-0.6159695817490491
5.167232361207454,-0.6524714828897333
5.198965620334624,-0.695057034220532
5.2306988794617935,-0.7315589353612166
5.251854385546573,-0.7558935361216728
5.283587644673743,-0.792395437262357
5.315320903800913,-0.8228136882129276
5.336476409885693,-0.8410646387832701
5.368209669012863,-0.8714828897338398
5.394654051618837,-0.8958174904942964
5.426387310746006,-0.9201520912547524
5.463409446394371,-0.932319391634981
5.50572045856393,-0.9505703422053232
5.542742594212295,-0.9505703422053232
5.5744758533394645,-0.9505703422053232
5.616786865509024,-0.9444866920152092
5.653809001157389,-0.932319391634981
5.690831136805754,-0.9140684410646384
5.727853272454118,-0.8897338403041823
5.759586531581287,-0.8593155893536117
5.786030914187262,-0.8288973384030416
5.823053049835627,-0.7863117870722434
5.860075185483991,-0.7437262357414447
5.897097321132356,-0.7072243346007601
5.928830580259525,-0.688973384030418
5.96585271590789,-0.6707224334600759
6.002874851556254,-0.6768060836501899
6.034608110683424,-0.695057034220532
6.066341369810594,-0.7193916349809881
6.087496875895373,-0.7558935361216728
6.103363505458958,-0.7984790874524714
6.113941258501348,-0.8349809885931556
6.129807888064934,-0.8775665399239543
6.140385641107323,-0.8897338403041823
6.156252270670908,-0.8714828897338398
6.166830023713297,-0.8471482889733837
6.177407776755688,-0.8106463878326995
6.193274406319273,-0.7619771863117868
6.209141035882857,-0.7133079847908745
6.219718788925247,-0.6768060836501899
6.225007665446442,-0.6281368821292772
6.2355854184888315,-0.5855513307984788
6.240874295010027,-0.5307984790874523
6.251452048052417,-0.4760456273764255
6.256740924573612,-0.421292775665399
6.267318677616002,-0.3665399239543723
6.272607554137196,-0.3117870722433458
6.283185307179586,-0.257034220532319
6.288474183700781,-0.2083650190114068
6.2990519367431705,-0.147528517110266
6.30962968978556,-0.0927756653992393
